rio,estacion,municipio,estado,fecha,caudal_m3s
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-01,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-02,3.18
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-03,3.28
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-04,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-05,3.39
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-06,3.16
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-07,2.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-08,3.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-09,2.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-10,4.65
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-11,6.18
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-12,6.65
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-13,5.68
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-14,4.01
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-15,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-16,3.3
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-17,3.49
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-18,3.44
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-19,3.02
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-20,3.06
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-21,2.73
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-22,2.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-23,3.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-24,3.55
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-25,3.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-26,3.18
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-27,3.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-28,3.49
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-29,2.96
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-30,3.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-01-31,3.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-01,2.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-02,2.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-03,2.34
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-04,1.67
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-05,2.34
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-06,3.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-07,3.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-08,3.28
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-09,2.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-10,2.95
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-11,2.74
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-12,2.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-13,2.4
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-14,2.53
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-15,2.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-16,2.02
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-17,1.84
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-18,1.74
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-19,1.63
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-20,3.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-21,4.33
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-22,3.86
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-23,2.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-24,2.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-25,2.43
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-26,2.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-27,2.53
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-28,3.39
Rio Bolo,Arriba,Palmira,Suspendida,2016-02-29,3.23
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-01,2.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-02,4.01
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-03,3.23
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-04,2.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-05,3.15
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-06,2.79
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-07,2.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-08,2.66
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-09,2.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-10,3.03
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-11,2.66
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-12,3.67
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-13,3.17
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-14,3.27
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-15,3.66
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-16,3.37
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-17,3.22
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-18,3.63
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-19,2.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-20,3.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-21,3.02
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-22,2.99
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-23,3.06
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-24,3.44
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-25,2.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-26,3.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-27,3.28
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-28,3.37
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-29,2.74
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-30,3.93
Rio Bolo,Arriba,Palmira,Suspendida,2016-03-31,6.65
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-01,4.22
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-02,4.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-03,4.33
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-04,4.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-05,4.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-06,4.06
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-07,4.03
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-08,4.55
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-09,4.55
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-10,4.14
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-11,7.12
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-12,6.36
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-13,5.12
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-14,5.02
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-15,4.72
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-16,4.11
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-17,4.03
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-18,4.11
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-19,3.98
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-20,4.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-21,3.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-22,3.4
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-23,3.35
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-24,3.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-25,3.37
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-26,3.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-27,3.3
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-28,3.2
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-29,3.49
Rio Bolo,Arriba,Palmira,Suspendida,2016-04-30,6.89
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-01,4.08
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-02,5.92
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-03,6.24
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-04,6.5
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-05,6.61
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-06,5.07
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-07,13.6
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-08,8.17
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-09,6.84
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-10,6.2
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-11,13.13
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-12,9.77
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-13,8.21
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-14,6.95
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-15,6.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-16,6.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-17,7.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-18,7.92
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-19,8.09
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-20,8.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-21,7.15
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-22,6.84
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-23,5.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-24,5.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-25,5.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-26,5.36
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-27,4.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-28,4.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-29,5.16
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-30,3.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-05-31,2.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-01,5.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-02,5.4
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-03,5.15
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-04,7.44
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-05,6.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-06,5.26
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-07,5.22
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-08,5.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-09,4.96
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-10,5.29
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-11,5.5
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-12,4.44
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-13,4.17
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-14,3.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-15,5.0
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-16,5.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-17,5.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-18,5.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-19,5.29
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-20,5.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-21,6.87
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-22,5.57
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-23,5.16
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-24,5.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-25,5.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-26,5.46
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-27,4.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-28,3.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-29,3.46
Rio Bolo,Arriba,Palmira,Suspendida,2016-06-30,4.95
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-01,3.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-02,12.27
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-03,9.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-04,8.38
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-05,8.8
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-06,8.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-07,6.08
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-08,5.57
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-09,5.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-10,3.98
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-11,3.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-12,3.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-13,3.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-14,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-15,4.74
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-16,4.01
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-17,3.68
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-18,3.61
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-19,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-20,3.4
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-21,4.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-22,3.68
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-23,4.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-24,3.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-25,4.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-26,4.01
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-27,3.79
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-28,3.63
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-29,4.79
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-30,2.45
Rio Bolo,Arriba,Palmira,Suspendida,2016-07-31,6.69
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-01,3.49
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-02,3.92
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-03,4.84
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-04,4.66
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-05,4.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-06,4.61
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-07,4.2
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-08,3.63
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-09,2.76
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-10,2.6
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-11,3.36
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-12,2.81
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-13,3.26
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-14,3.2
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-15,2.96
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-16,3.23
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-17,3.2
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-18,3.18
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-19,3.46
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-20,3.37
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-21,3.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-22,3.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-23,3.16
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-24,2.58
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-25,2.45
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-26,2.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-27,2.47
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-28,3.24
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-29,2.84
Rio Bolo,Arriba,Palmira,Suspendida,2016-08-30,3.1
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-01,3.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-02,3.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-03,3.74
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-04,4.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-05,4.47
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-06,2.83
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-07,2.8
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-08,2.66
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-09,2.45
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-10,3.28
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-11,4.86
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-12,4.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-13,5.1
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-14,5.29
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-15,6.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-16,6.95
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-17,7.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-18,6.05
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-19,4.82
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-20,4.79
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-21,3.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-22,4.4
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-23,3.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-24,3.54
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-25,4.37
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-26,3.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-27,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-28,3.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-09-29,2.95
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-01,5.47
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-02,5.5
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-03,4.79
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-04,4.3
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-05,4.39
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-06,3.77
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-07,5.83
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-08,6.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-09,8.98
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-10,5.72
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-11,5.19
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-12,5.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-13,6.52
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-14,6.8
Rio Bolo,Arriba,Palmira,Suspendida,2016-10-30,7.93
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-16,6.21
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-17,5.92
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-18,6.75
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-19,6.99
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-20,14.04
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-21,13.3
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-22,10.1
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-23,8.42
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-24,7.56
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-25,7.9
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-26,8.09
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-27,7.83
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-28,7.36
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-29,7.52
Rio Bolo,Arriba,Palmira,Suspendida,2016-11-30,6.76
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-01,7.21
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-02,7.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-03,7.83
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-04,7.1
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-05,7.41
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-06,8.08
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-07,8.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-08,8.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-09,7.71
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-10,6.88
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-11,7.8
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-12,6.76
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-13,6.43
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-14,6.24
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-15,6.32
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-16,6.07
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-17,5.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-18,5.64
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-19,6.24
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-20,4.76
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-21,12.94
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-22,16.35
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-23,15.05
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-24,10.41
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-25,8.85
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-26,8.05
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-27,8.08
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-28,8.51
Rio Bolo,Arriba,Palmira,Suspendida,2016-12-29,8.59
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-01,7.91
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-02,6.43
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-03,7.06
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-04,5.71
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-05,6.54
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-06,6.11
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-07,6.61
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-08,8.42
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-09,6.99
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-10,7.36
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-11,5.85
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-12,6.46
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-13,6.54
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-14,8.17
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-15,8.68
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-16,7.84
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-17,8.21
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-18,8.04
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-19,8.3
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-20,11.17
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-21,9.41
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-22,9.83
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-23,8.42
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-24,8.0
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-25,8.25
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-26,7.29
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-27,7.84
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-28,6.88
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-29,7.92
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-30,8.0
Rio Bolo,Arriba,Palmira,Suspendida,2017-01-31,5.9
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-01,5.43
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-02,5.68
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-03,5.36
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-04,5.57
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-05,5.54
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-06,5.36
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-07,4.46
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-08,3.71
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-09,3.58
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-10,3.51
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-11,4.84
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-12,5.12
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-13,5.12
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-14,5.29
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-15,4.38
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-16,3.82
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-17,3.61
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-18,4.06
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-19,4.08
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-20,3.59
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-21,3.91
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-22,3.62
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-23,3.77
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-24,4.0
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-25,4.06
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-26,6.29
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-27,6.99
Rio Bolo,Arriba,Palmira,Suspendida,2017-02-28,5.15
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-01,4.65
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-02,5.22
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-03,5.15
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-04,4.64
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-05,5.08
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-06,4.79
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-07,4.47
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-08,14.21
Rio Bolo,Arriba,Palmira,Suspendida,2017-03-09,17.76
