rio,estacion,municipio,estado,fecha,caudal_m3s
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-18,4.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-19,4.36
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-20,4.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-21,4.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-22,4.16
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-23,3.82
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-24,4.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-25,3.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-26,3.85
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-27,4.07
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-28,3.75
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-29,3.73
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-03-30,7.1
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-01,3.9
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-02,4.2
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-03,3.55
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-04,3.56
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-05,3.43
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-06,3.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-07,3.5
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-08,3.53
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-09,3.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-10,3.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-11,5.77
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-12,7.2
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-13,7.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-14,16.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-15,17.92
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-16,19.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-17,17.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-18,14.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-19,11.71
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-20,10.39
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-21,12.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-22,11.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-23,10.77
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-24,10.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-25,10.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-26,11.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-27,8.37
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-28,8.48
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-04-29,8.31
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-01,11.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-02,9.72
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-03,7.75
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-04,7.21
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-05,6.73
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-06,6.6
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-07,7.21
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-08,6.45
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-09,6.31
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-10,6.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-30,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-05-31,9.8
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-01,3.97
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-02,7.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-03,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-04,18.21
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-05,14.62
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-06,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-07,7.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-08,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-09,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-10,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-11,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-12,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-13,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-14,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-15,6.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-16,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-17,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-18,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-19,7.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-20,7.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-21,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-22,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-23,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-24,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-25,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-26,4.55
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-27,4.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-28,8.28
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-29,7.6
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-06-30,7.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-01,5.44
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-02,9.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-03,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-04,15.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-05,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-06,9.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-07,9.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-08,9.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-09,9.8
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-10,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-11,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-12,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-13,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-14,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-15,7.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-16,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-17,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-18,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-19,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-20,6.16
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-21,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-22,5.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-23,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-24,39.75
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-25,30.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-26,11.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-27,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-28,8.79
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-29,7.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-30,20.03
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-07-31,19.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-01,7.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-02,6.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-03,4.55
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-04,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-05,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-06,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-07,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-08,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-09,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-10,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-11,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-12,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-13,2.25
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-14,2.25
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-15,2.25
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-16,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-17,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-18,3.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-19,21.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-20,11.5
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-21,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-22,17.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-23,7.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-24,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-25,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-26,5.69
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-27,5.87
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-28,4.56
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-29,11.89
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-08-30,3.97
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-01,9.63
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-02,8.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-03,9.49
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-04,7.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-05,8.33
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-06,7.71
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-08,16.19
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-09,9.56
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-10,6.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-14,5.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-15,4.73
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-16,5.79
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-18,5.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-21,7.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-28,5.31
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-09-30,4.38
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-02,3.76
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-04,5.71
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-12,2.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-14,2.85
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-15,3.36
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-16,2.83
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-19,3.93
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-21,3.51
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-22,2.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-24,3.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-29,4.36
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-10-30,17.34
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-01,8.66
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-02,6.51
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-03,4.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-04,4.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-05,3.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-06,4.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-07,4.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-08,3.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-10,5.75
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-11,9.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-15,15.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-16,15.59
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-17,15.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-18,21.51
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-19,21.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-20,34.24
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-21,32.69
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-22,20.63
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-23,16.84
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-24,14.43
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-25,15.39
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-26,13.46
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-27,18.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-28,25.48
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-29,18.25
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-11-30,22.15
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-01,16.01
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-02,16.82
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-03,15.66
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-04,13.44
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-05,12.01
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-06,11.46
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-07,8.76
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-08,9.8
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-09,10.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-10,9.8
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-11,9.2
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-12,8.74
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-13,7.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-14,7.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-15,7.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-16,7.83
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-17,8.07
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-18,8.74
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-20,8.92
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-22,7.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-23,6.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-24,8.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-25,17.11
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-26,25.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-27,36.84
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-28,39.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2020-12-29,28.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-01,16.05
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-02,14.5
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-03,18.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-04,47.74
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-05,33.44
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-06,27.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-07,22.55
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-08,17.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-09,17.49
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-10,16.48
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-11,15.91
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-12,15.73
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-13,14.21
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-14,12.17
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-15,11.68
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-16,11.38
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-17,10.53
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-18,10.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-19,9.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-20,8.82
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-21,8.33
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-22,7.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-23,8.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-24,8.61
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-25,7.72
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-26,7.35
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-27,6.95
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-28,6.59
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-29,6.33
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-30,6.07
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-01-31,5.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-01,5.43
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-02,5.49
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-03,5.15
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-04,4.93
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-05,5.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-06,5.48
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-07,5.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-08,5.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-09,6.86
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-10,14.8
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-11,9.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-12,12.28
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-13,13.26
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-17,9.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-18,16.07
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-19,30.77
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-20,34.54
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-21,37.16
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-22,34.24
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-23,25.68
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-24,19.9
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-25,17.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-26,16.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-27,19.85
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-02-28,21.24
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-01,48.02
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-02,44.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-03,40.46
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-04,39.44
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-05,38.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-06,34.05
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-07,29.59
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-08,31.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-09,25.95
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-10,24.06
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-11,31.9
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-12,61.17
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-13,63.89
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-14,33.71
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-15,31.33
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-16,20.96
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-17,16.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-18,26.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-19,24.84
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-20,30.68
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-21,25.51
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-22,47.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-23,40.74
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-24,31.78
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-25,29.76
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-26,24.49
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-27,20.38
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-28,18.41
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-29,17.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-30,37.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-03-31,8.39
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-01,16.66
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-02,14.54
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-03,13.95
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-04,12.13
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-05,10.95
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-06,11.57
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-07,10.23
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-08,9.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-09,10.05
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-10,9.49
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-11,9.7
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-12,8.59
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-13,8.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-14,7.46
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-15,7.16
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-16,7.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-17,6.67
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-18,8.87
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-19,8.45
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-20,8.85
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-21,8.72
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-22,8.35
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-23,8.55
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-24,8.14
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-25,6.73
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-26,7.02
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-27,15.25
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-28,20.18
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-29,9.82
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-04-30,10.15
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-01,20.96
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-02,42.22
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-03,32.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-04,24.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-05,18.62
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-06,19.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-07,17.69
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-08,15.85
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-09,13.74
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-10,14.71
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-11,13.81
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-12,11.29
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-13,10.1
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-14,9.42
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-15,13.36
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-16,15.52
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-17,12.77
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-18,13.58
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-19,10.86
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-20,8.56
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-21,8.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-22,7.17
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-23,7.4
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-24,6.88
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-25,5.69
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-26,7.04
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-27,5.29
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-28,7.0
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-29,3.2
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-30,2.94
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-05-31,3.98
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-06-01,7.5
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-06-02,7.68
Rio Bugalagrande,El Placer,Andalucia,Activa,2021-06-03,6.29
