rio,tramo,estacion_aguas_arriba,estacion_aguas_abajo,km_inicio,km_fin,area_tramo_ha,cobertura_pct,grupo,nombre_grupo,area_ha,pct
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,100.0,RA,Rastrojo y vegetación secundaria,21.52,4.54
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,100.0,AGUA,Aguas continentales,10.16,2.14
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,100.0,TE,Tierras eriales,2.56,0.54
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,100.0,ZU,Zona urbana,109.84,23.16
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,100.0,INF,Infraestructura,11.35,2.39
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,CANA,Caña de azúcar,1960.56,83.93
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,CP,Cultivos permanentes,0.15,0.01
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,PN,Pastos,115.45,4.94
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,BN,Bosque natural,18.70,0.80
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,RA,Rastrojo y vegetación secundaria,72.99,3.12
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,AGUA,Aguas continentales,73.52,3.15
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,ZU,Zona urbana,64.28,2.75
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,100.0,INF,Infraestructura,30.40,1.30
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,CANA,Caña de azúcar,2950.90,83.55
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,CP,Cultivos permanentes,9.68,0.27
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,CT,Cultivos transitorios,15.52,0.44
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,PN,Pastos,121.98,3.45
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,10.57,0.30
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,BN,Bosque natural,9.31,0.26
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,RA,Rastrojo y vegetación secundaria,62.01,1.76
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,HU,Humedales y superficies pantanosas,2.89,0.08
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,AGUA,Aguas continentales,121.05,3.43
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,TE,Tierras eriales,17.87,0.51
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,ZU,Zona urbana,106.27,3.01
Rio Fraile,3,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,Rio Frayle - Antes Desembocadura a rio Guachal Recta Cali Palmira,52.141,80.621,3531.93,100.0,INF,Infraestructura,103.89,2.94
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,CANA,Caña de azúcar,1825.85,67.12
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,CP,Cultivos permanentes,99.56,3.66
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,CSP,Cultivos semipermanentes,0.78,0.03
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,CT,Cultivos transitorios,141.47,5.20
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,PN,Pastos,139.98,5.15
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,77.62,2.85
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,CSD,Cultivos cosechados o suelo desnudo,1.18,0.04
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,BN,Bosque natural,112.85,4.15
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,BP,Bosque plantado,1.85,0.07
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,RA,Rastrojo y vegetación secundaria,98.88,3.64
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,AGUA,Aguas continentales,85.77,3.15
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,TE,Tierras eriales,5.02,0.18
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,ZU,Zona urbana,37.52,1.38
Rio Guabas,1,Rio Guabas - Antes Mina La Victoria,Rio Guabas - Antes desembocadura a Río Cauca,0.000,42.231,2720.28,100.0,INF,Infraestructura,91.93,3.38
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,CANA,Caña de azúcar,441.40,50.04
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,CT,Cultivos transitorios,9.80,1.11
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,PN,Pastos,183.39,20.79
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,22.40,2.54
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,BP,Bosque plantado,10.62,1.20
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,RA,Rastrojo y vegetación secundaria,18.80,2.13
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,AGUA,Aguas continentales,169.26,19.19
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,ZU,Zona urbana,5.82,0.66
Rio Guachal,1,GG1 - Después Confluencia Ríos Fraile Y Bolo,GG2 - Puente vía Yumbo-Aeropuerto,0.000,5.964,882.16,100.0,INF,Infraestructura,20.68,2.34
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,CANA,Caña de azúcar,213.34,28.87
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,PN,Pastos,109.88,14.87
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,14.35,1.94
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,CSD,Cultivos cosechados o suelo desnudo,35.27,4.77
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,BN,Bosque natural,15.05,2.04
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,BP,Bosque plantado,1.82,0.25
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,RA,Rastrojo y vegetación secundaria,50.60,6.85
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,HU,Humedales y superficies pantanosas,17.68,2.39
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,AGUA,Aguas continentales,143.00,19.35
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,TE,Tierras eriales,2.36,0.32
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,ZU,Zona urbana,8.91,1.21
Rio Guachal,2,GG2 - Puente vía Yumbo-Aeropuerto,GG3 - Rio Guachal - Antes Desembocadura a Rio Cauca,5.964,10.984,738.87,100.0,INF,Infraestructura,126.59,17.13
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,CP,Cultivos permanentes,0.28,0.15
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,PN,Pastos,129.40,68.83
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,2.28,1.21
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,BN,Bosque natural,18.96,10.08
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,RA,Rastrojo y vegetación secundaria,26.12,13.89
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,AGUA,Aguas continentales,4.76,2.53
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,TE,Tierras eriales,1.59,0.85
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,ZU,Zona urbana,3.78,2.01
Rio Guadalajara,1,Rio Guadalajara - La Piscina - Vía a Alaska,Rio Guadalajara - Bocatoma Acueducto Buga,0.000,16.956,188.01,100.0,INF,Infraestructura,0.84,0.44
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,PN,Pastos,117.17,18.89
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,BN,Bosque natural,30.33,4.89
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,RA,Rastrojo y vegetación secundaria,139.52,22.49
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,AGUA,Aguas continentales,11.49,1.85
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,TE,Tierras eriales,1.15,0.19
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,ZU,Zona urbana,298.11,48.05
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,100.0,INF,Infraestructura,22.65,3.65
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,CANA,Caña de azúcar,266.90,38.83
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,CP,Cultivos permanentes,3.09,0.45
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,CSP,Cultivos semipermanentes,1.58,0.23
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,CT,Cultivos transitorios,4.93,0.72
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,PN,Pastos,125.94,18.32
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,5.86,0.85
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,CSD,Cultivos cosechados o suelo desnudo,11.03,1.60
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,BN,Bosque natural,26.87,3.91
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,RA,Rastrojo y vegetación secundaria,24.28,3.53
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,HU,Humedales y superficies pantanosas,19.83,2.88
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,AGUA,Aguas continentales,44.36,6.45
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,TE,Tierras eriales,0.10,0.01
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,ZU,Zona urbana,48.21,7.01
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,100.0,INF,Infraestructura,104.45,15.19
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,CANA,Caña de azúcar,54.21,2.06
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,CP,Cultivos permanentes,11.50,0.44
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,CSP,Cultivos semipermanentes,1.66,0.06
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,CT,Cultivos transitorios,16.18,0.62
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,PN,Pastos,1585.06,60.30
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,164.61,6.26
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,CSD,Cultivos cosechados o suelo desnudo,46.76,1.78
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,BN,Bosque natural,559.64,21.29
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,RA,Rastrojo y vegetación secundaria,110.32,4.20
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,HN,Herbazales y vegetación natural herbácea,0.81,0.03
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,AGUA,Aguas continentales,2.66,0.10
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,TE,Tierras eriales,66.42,2.53
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,100.0,ZU,Zona urbana,8.83,0.34
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,CANA,Caña de azúcar,3.40,1.00
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,CP,Cultivos permanentes,2.49,0.73
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,CSP,Cultivos semipermanentes,0.30,0.09
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,PN,Pastos,186.20,54.64
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,11.77,3.45
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,BN,Bosque natural,84.99,24.94
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,RA,Rastrojo y vegetación secundaria,41.19,12.09
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,TE,Tierras eriales,10.01,2.94
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,100.0,INF,Infraestructura,0.40,0.12
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,CANA,Caña de azúcar,1381.30,50.28
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,CP,Cultivos permanentes,7.53,0.27
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,CT,Cultivos transitorios,2.74,0.10
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,PN,Pastos,548.67,19.97
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,21.58,0.79
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,CSD,Cultivos cosechados o suelo desnudo,8.81,0.32
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,BN,Bosque natural,449.28,16.35
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,RA,Rastrojo y vegetación secundaria,126.10,4.59
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,HN,Herbazales y vegetación natural herbácea,12.05,0.44
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,HU,Humedales y superficies pantanosas,4.74,0.17
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,AGUA,Aguas continentales,94.29,3.43
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,TE,Tierras eriales,8.99,0.33
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,ZU,Zona urbana,42.19,1.54
Rio La Paila,3,Rio La Paila - Planta Acuavalle,Rio La Paila - Antes desembocadura a Rio Cauca,41.749,66.470,2747.15,100.0,INF,Infraestructura,38.85,1.41
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,CANA,Caña de azúcar,896.63,63.36
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,CP,Cultivos permanentes,7.40,0.52
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,CT,Cultivos transitorios,30.04,2.12
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,PN,Pastos,52.46,3.71
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,MSC,Misceláneos de pastos / cultivos / espacios naturales,10.07,0.71
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,CSD,Cultivos cosechados o suelo desnudo,26.80,1.89
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,BN,Bosque natural,104.04,7.35
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,RA,Rastrojo y vegetación secundaria,114.34,8.08
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,HU,Humedales y superficies pantanosas,0.61,0.04
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,AGUA,Aguas continentales,27.83,1.97
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,TE,Tierras eriales,2.49,0.18
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,ZU,Zona urbana,54.65,3.86
Rio Nima,1,Rio Nima - Antes Caserio de tenjo,Rio Nima - Antes desembocadura a rio Amaime,0.000,39.568,1415.23,100.0,INF,Infraestructura,87.86,6.21
Rio Riofrio,1,Rio Riofrio - Rio Guayabal,Rio Riofrio - puente despues Salonica - limnigrafo CVC,0.000,25.622,6.70,100.0,CF,Café,1.23,18.38
Rio Riofrio,1,Rio Riofrio - Rio Guayabal,Rio Riofrio - puente despues Salonica - limnigrafo CVC,0.000,25.622,6.70,100.0,PN,Pastos,3.56,53.18
