rio,tramo,estacion_aguas_arriba,estacion_aguas_abajo,km_inicio,km_fin,area_tramo_ha,area_referencia_ha,cobertura_pct,cod_cob25,clase,area_ha,pct,fuente_cana,cana_ha_uso_suelo,factor_reescalado
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,11111,Zonas urbanas continuas,294.31,47.44,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,11211,Zonas urbanas discontinuas,3.80,0.61,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,12111,Otras superficies artificiales con construcción,8.09,1.30,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,12211,Otras superficies artificiales sin construcción,14.56,2.35,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,23170,Pasto cultivado,86.24,13.90,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,23171,Pasto cultivado arbolado,4.57,0.74,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,23172,Pasto cultivado enmalezado,26.37,4.25,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31111,Bosque mixto denso alto de tierra firme,5.40,0.87,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31112,Bosque mixto denso bajo de tierra firme,6.16,0.99,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31212,Bosque mixto abierto bajo de tierra firme,9.84,1.59,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,1.12,0.18,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31331,Bosque mixto fragmentado con vegetación natural,6.85,1.10,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31351,Bosque mixto relictual,0.07,0.01,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,31352,Bosque de guadua,0.89,0.14,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,32110,Arbustal y matorral denso alto de tierra firme,10.21,1.65,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,32111,Arbustal y matorral denso bajo de tierra firme,29.34,4.73,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,32210,Arbustal y matorral abierto alto de tierra firme,21.42,3.45,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,32211,Arbustal y matorral abierto bajo de tierra firme,76.30,12.30,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,32310,Vegetación secundaria o transición,2.26,0.36,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,35221,Áreas naturales desnudas,1.15,0.19,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,41110,Otros cuerpos de agua,0.71,0.11,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,41120,Ríos,10.50,1.69,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,2,Rio Guadalajara - Bocatoma Acueducto Buga,Rio Guadalajara - Puente Frente vía Ferrea,16.956,21.653,620.42,620.42,100.0,41220,Estanques artificiales / reservorios,0.28,0.05,Uso_del_suelo_ZP,0.00,1.000000
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,11111,Zonas urbanas continuas,37.85,5.51,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,11211,Zonas urbanas discontinuas,10.35,1.51,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,12111,Otras superficies artificiales con construcción,66.15,9.62,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,12211,Otras superficies artificiales sin construcción,38.30,5.57,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,21221,Misceláneo de árboles frutales,1.79,0.26,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,21230,Misceláneo de cítricos,1.30,0.19,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,22171,Caña de azúcar,266.90,38.83,Hectareas_CZ,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,22181,Maíz,1.01,0.15,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23110,Otros cultivos herbáceos plantados densos,0.96,0.14,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23131,Sorgo,0.94,0.14,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23170,Pasto cultivado,58.42,8.50,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23171,Pasto cultivado arbolado,54.19,7.88,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23172,Pasto cultivado enmalezado,13.33,1.94,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23231,Maracuyá,1.58,0.23,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,23411,Otros cultivos confinados,2.02,0.29,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,24130,Misceláneo de pastos y cultivos,5.86,0.85,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,25210,Áreas de cultivo con suelo desnudo,11.03,1.60,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31112,Bosque mixto denso bajo de tierra firme,10.89,1.58,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31211,Bosque mixto abierto alto de tierra firme,1.31,0.19,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31212,Bosque mixto abierto bajo de tierra firme,4.58,0.67,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,1.86,0.27,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31331,Bosque mixto fragmentado con vegetación natural,2.63,0.38,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,31352,Bosque de guadua,5.59,0.81,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32110,Arbustal y matorral denso alto de tierra firme,2.57,0.37,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32111,Arbustal y matorral denso bajo de tierra firme,2.62,0.38,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32120,Arbustal y matorral denso alto inundable,0.82,0.12,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32210,Arbustal y matorral abierto alto de tierra firme,14.99,2.18,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32211,Arbustal y matorral abierto bajo de tierra firme,2.13,0.31,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32221,Arbustal y matorral abierto bajo inundable,0.65,0.09,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,32310,Vegetación secundaria o transición,0.50,0.07,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,41120,Ríos,43.21,6.29,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,41144,Otras superficies pantanosas,5.66,0.82,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,41221,Canal,1.15,0.17,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,41310,Superficies de inundación temporal,14.17,2.06,Uso_del_suelo_ZP,408.15,1.505803
Rio Guadalajara,3,Rio Guadalajara - Puente Frente vía Ferrea,Rio Guadalajara - antes desembocadura a Rio Cauca (El Porvenir),21.653,26.183,687.41,687.41,100.0,41410,Arenal,0.10,0.01,Uso_del_suelo_ZP,408.15,1.505803
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,11211,Zonas urbanas discontinuas,8.83,0.34,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,22171,Caña de azúcar,54.21,2.06,Hectareas_CZ,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,22210,Otros cultivos arbustivos plantados abiertos,11.50,0.44,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,23110,Otros cultivos herbáceos plantados densos,16.18,0.62,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,23115,Piña,1.66,0.06,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,23170,Pasto cultivado,1436.18,54.64,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,23171,Pasto cultivado arbolado,54.70,2.08,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,23172,Pasto cultivado enmalezado,94.18,3.58,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,24130,Misceláneo de pastos y cultivos,139.00,5.29,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,24140,Misceláneo de cultivos y espacios naturales,11.18,0.43,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,24150,Misceláneo de pastos y espacios naturales,14.43,0.55,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,25210,Áreas de cultivo con suelo desnudo,46.76,1.78,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31111,Bosque mixto denso alto de tierra firme,60.26,2.29,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31112,Bosque mixto denso bajo de tierra firme,50.06,1.90,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31211,Bosque mixto abierto alto de tierra firme,52.66,2.00,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31212,Bosque mixto abierto bajo de tierra firme,78.40,2.98,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,31.37,1.19,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31331,Bosque mixto fragmentado con vegetación natural,15.14,0.58,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,31352,Bosque de guadua,271.75,10.34,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,32110,Arbustal y matorral denso alto de tierra firme,18.17,0.69,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,32111,Arbustal y matorral denso bajo de tierra firme,12.74,0.48,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,32210,Arbustal y matorral abierto alto de tierra firme,31.53,1.20,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,32211,Arbustal y matorral abierto bajo de tierra firme,46.87,1.78,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,32310,Vegetación secundaria o transición,1.01,0.04,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,33121,Herbazal natural denso inundable arbolado,0.81,0.03,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,41220,Estanques artificiales / reservorios,2.66,0.10,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,1,Rio La Paila - Puente Paila arriba - vía a Sevilla,Rio La Paila - antes desembocadura del rio Totoro,0.000,38.256,2628.65,2628.65,100.0,41410,Arenal,66.42,2.53,Uso_del_suelo_ZP,54.38,1.000065
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,12211,Otras superficies artificiales sin construcción,0.40,0.12,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,21221,Misceláneo de árboles frutales,2.49,0.73,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,22171,Caña de azúcar,3.40,1.00,Hectareas_CZ,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,23115,Piña,0.30,0.09,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,23170,Pasto cultivado,157.36,46.18,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,23171,Pasto cultivado arbolado,13.72,4.03,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,23172,Pasto cultivado enmalezado,15.12,4.44,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,24130,Misceláneo de pastos y cultivos,5.46,1.60,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,24140,Misceláneo de cultivos y espacios naturales,6.31,1.85,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31111,Bosque mixto denso alto de tierra firme,8.34,2.45,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31112,Bosque mixto denso bajo de tierra firme,4.40,1.29,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31211,Bosque mixto abierto alto de tierra firme,6.47,1.90,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31212,Bosque mixto abierto bajo de tierra firme,9.08,2.67,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,6.18,1.81,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31331,Bosque mixto fragmentado con vegetación natural,5.93,1.74,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,31352,Bosque de guadua,44.57,13.08,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,32110,Arbustal y matorral denso alto de tierra firme,2.70,0.79,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,32111,Arbustal y matorral denso bajo de tierra firme,11.80,3.46,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,32210,Arbustal y matorral abierto alto de tierra firme,20.85,6.12,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,32211,Arbustal y matorral abierto bajo de tierra firme,5.83,1.71,Uso_del_suelo_ZP,3.41,1.000023
Rio La Paila,2,Rio La Paila - antes desembocadura del rio Totoro,Rio La Paila - Planta Acuavalle,38.256,41.749,340.75,340.75,100.0,41410,Arenal,10.01,2.94,Uso_del_suelo_ZP,3.41,1.000023
