rio,tramo,estacion_aguas_arriba,estacion_aguas_abajo,km_inicio,km_fin,area_tramo_ha,area_referencia_ha,cobertura_pct,cod_cob25,clase,area_ha,pct,fuente_cana,cana_ha_uso_suelo,factor_reescalado
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31112,Bosque mixto denso bajo de tierra firme,0.87,0.04,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31211,Bosque mixto abierto alto de tierra firme,3.98,0.20,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31212,Bosque mixto abierto bajo de tierra firme,11.77,0.59,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,6.28,0.32,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31331,Bosque mixto fragmentado con vegetación natural,6.96,0.35,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31351,Bosque mixto relictual,0.30,0.02,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,31352,Bosque de guadua,17.77,0.89,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,32110,Arbustal y matorral denso alto de tierra firme,9.23,0.46,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,32111,Arbustal y matorral denso bajo de tierra firme,6.45,0.32,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,32210,Arbustal y matorral abierto alto de tierra firme,31.75,1.60,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,32211,Arbustal y matorral abierto bajo de tierra firme,8.83,0.44,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,35221,Áreas naturales desnudas,1.06,0.05,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,41120,Ríos,59.63,3.00,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,41141,Meandro abandonado,14.60,0.73,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,41220,Estanques artificiales / reservorios,7.65,0.38,Uso_del_suelo_ZP,1269.80,1.140699
Rio Bugalagrande,3,Rio Bugalagrande - Puente Variante Bugalagrande,Rio Bugalagrande - antes desembocadura a Río Cauca - Hacienda El Guayabo,85.131,99.429,1988.23,1988.23,100.0,41221,Canal,3.24,0.16,Uso_del_suelo_ZP,1269.80,1.140699
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,11211,Zonas urbanas discontinuas,13.82,2.15,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,12111,Otras superficies artificiales con construcción,3.89,0.60,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,12211,Otras superficies artificiales sin construcción,13.70,2.13,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,21112,Aguacate,5.37,0.83,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,21114,Guayabo,8.92,1.39,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,21116,Mango,1.02,0.16,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,21221,Misceláneo de árboles frutales,3.64,0.57,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,21230,Misceláneo de cítricos,5.29,0.82,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,22113,Plátano,24.00,3.73,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,22131,Cacao,1.55,0.24,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,22171,Caña de azúcar,450.63,69.99,Hectareas_CZ,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,23170,Pasto cultivado,11.92,1.85,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,23171,Pasto cultivado arbolado,2.03,0.32,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,23172,Pasto cultivado enmalezado,2.74,0.43,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,23221,Habichuela,2.19,0.34,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,23251,Pepino,3.96,0.61,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,24122,Cítricos-Plátano,7.08,1.10,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,24130,Misceláneo de pastos y cultivos,10.74,1.67,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,24140,Misceláneo de cultivos y espacios naturales,3.49,0.54,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,25210,Áreas de cultivo con suelo desnudo,3.11,0.48,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,31112,Bosque mixto denso bajo de tierra firme,0.40,0.06,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,31212,Bosque mixto abierto bajo de tierra firme,2.45,0.38,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,31311,Bosque mixto fragmentado con pastos y cultivos,12.43,1.93,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,31352,Bosque de guadua,16.33,2.54,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,32111,Arbustal y matorral denso bajo de tierra firme,2.01,0.31,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,32121,Arbustal y matorral denso bajo inundable (caña brava),7.52,1.17,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,32210,Arbustal y matorral abierto alto de tierra firme,2.51,0.39,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,32211,Arbustal y matorral abierto bajo de tierra firme,1.10,0.17,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,32221,Arbustal y matorral abierto bajo inundable,2.89,0.45,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,33220,Herbazal natural abierto arenoso,0.24,0.04,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,41120,Ríos,9.73,1.51,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,41141,Meandro abandonado,1.03,0.16,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,41144,Otras superficies pantanosas,3.24,0.50,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,41220,Estanques artificiales / reservorios,1.13,0.17,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,1,Antes de bocatoma cabecera Miranda,Antes de porcícola (Pte. Jordán),0.000,40.930,1351.90,643.83,49.8,41221,Canal,1.74,0.27,Uso_del_suelo_ZP,451.78,1.005999
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,11111,Zonas urbanas continuas,24.24,1.66,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,11211,Zonas urbanas discontinuas,17.75,1.22,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,12111,Otras superficies artificiales con construcción,9.61,0.66,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,12211,Otras superficies artificiales sin construcción,13.71,0.94,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,21221,Misceláneo de árboles frutales,30.57,2.09,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,22171,Caña de azúcar,1163.02,79.65,Hectareas_CZ,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,22181,Maíz,2.71,0.19,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,22212,Yuca,3.09,0.21,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,23110,Otros cultivos herbáceos plantados densos,4.46,0.31,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,23170,Pasto cultivado,8.18,0.56,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,23171,Pasto cultivado arbolado,2.42,0.17,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,23172,Pasto cultivado enmalezado,16.67,1.14,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,23231,Maracuyá,2.62,0.18,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,24122,Cítricos-Plátano,7.80,0.53,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,24130,Misceláneo de pastos y cultivos,13.52,0.93,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,24140,Misceláneo de cultivos y espacios naturales,1.93,0.13,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,31212,Bosque mixto abierto bajo de tierra firme,6.14,0.42,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,31311,Bosque mixto fragmentado con pastos y cultivos,10.91,0.75,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,31352,Bosque de guadua,51.67,3.54,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,32121,Arbustal y matorral denso bajo inundable (caña brava),19.68,1.35,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,32210,Arbustal y matorral abierto alto de tierra firme,2.46,0.17,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,32220,Arbustal y matorral abierto alto inundable,6.40,0.44,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,32221,Arbustal y matorral abierto bajo inundable,0.64,0.04,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,35210,Áreas quemadas,3.00,0.21,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,41120,Ríos,25.41,1.74,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,41220,Estanques artificiales / reservorios,2.17,0.15,Uso_del_suelo_ZP,1301.73,1.875635
Rio Desbaratado,2,Antes de porcícola (Pte. Jordán),Puente Ortigal,40.930,65.380,2873.03,1460.15,49.8,41221,Canal,9.39,0.64,Uso_del_suelo_ZP,1301.73,1.875635
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,11111,Zonas urbanas continuas,92.00,19.40,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,11211,Zonas urbanas discontinuas,17.84,3.76,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,12111,Otras superficies artificiales con construcción,10.32,2.18,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,12211,Otras superficies artificiales sin construcción,1.03,0.22,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21111,Teca,14.52,3.06,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21112,Aguacate,0.43,0.09,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21116,Mango,0.11,0.02,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21230,Misceláneo de cítricos,6.51,1.37,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21231,Limón,29.97,6.32,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,21232,Naranjo,2.60,0.55,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,22171,Caña de azúcar,78.53,16.56,Hectareas_CZ,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,22181,Maíz,20.24,4.27,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,22210,Otros cultivos arbustivos plantados abiertos,0.67,0.14,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,23141,Soya,0.27,0.06,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,23170,Pasto cultivado,42.45,8.95,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,23171,Pasto cultivado arbolado,30.80,6.50,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,23172,Pasto cultivado enmalezado,38.40,8.10,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,24110,Otras asociaciones de cultivos,7.54,1.59,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,24113,Tomate-Habichuela,7.04,1.48,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,24130,Misceláneo de pastos y cultivos,6.62,1.40,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,24140,Misceláneo de cultivos y espacios naturales,5.35,1.13,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,25210,Áreas de cultivo con suelo desnudo,1.97,0.42,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,31111,Bosque mixto denso alto de tierra firme,2.09,0.44,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,31311,Bosque mixto fragmentado con pastos y cultivos,0.85,0.18,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,31331,Bosque mixto fragmentado con vegetación natural,13.97,2.95,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,31352,Bosque de guadua,7.85,1.65,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,32310,Vegetación secundaria o transición,21.52,4.54,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,35221,Áreas naturales desnudas,0.36,0.08,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,41120,Ríos,10.16,2.14,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,1,Rio Frayle - Nacimiento El Pedregal,Rio Frayle - Puente Vía a Miranda,0.000,28.879,474.21,474.21,100.0,41410,Arenal,2.21,0.47,Uso_del_suelo_ZP,78.73,1.000510
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,11111,Zonas urbanas continuas,49.67,2.13,Uso_del_suelo_ZP,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,11211,Zonas urbanas discontinuas,14.61,0.63,Uso_del_suelo_ZP,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,12111,Otras superficies artificiales con construcción,22.36,0.96,Uso_del_suelo_ZP,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,12211,Otras superficies artificiales sin construcción,8.05,0.34,Uso_del_suelo_ZP,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,21231,Limón,0.15,0.01,Uso_del_suelo_ZP,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,22171,Caña de azúcar,1960.56,83.93,Hectareas_CZ,1965.52,1.013375
Rio Fraile,2,Rio Frayle - Puente Vía a Miranda,Rio Frayle - Limnigrafo CVC - caserio Brisas de Frayle,28.879,52.141,2336.06,2336.06,100.0,23170,Pasto cultivado,98.07,4.20,Uso_del_suelo_ZP,1965.52,1.013375
