Rio,Año,Localidad,Corriente,Punto de Monitoreo,Muestra No,Fecha Muestreo,Hora Muestreo,Tipo de Muestreo,Fecha de Análisis,Informe No,Altitud (msnm),Coordenada Norte,Coordenada Este,Temperatura Ambiente (°C),pH Campo,Temperatura Agua (°C),Conductividad Eléctrica (µS/cm),Turbiedad (UNT),Color Real (UPC),Sólidos Totales (mg/l),Sólidos Suspendidos Totales (mg/l),Sólidos Disueltos Totales (mg/l),DBO (mg O2/l),DQO (mg O2/l),Oxígeno Disuelto (mg O2/l),Alcalinidad Total (mg CaCO3/l),Dureza Total (mg CaCO3/l),Calcio (mg Ca/l),Magnesio (mg Mg/l),Cloruros (mg Cl/l),Nitrógeno Total (mg N/l),Nitrógeno Amoniacal (mg N-NH3/l),Nitratos (mg N-NO3/l),Nitritos (mg N-NO2/l),Fosfatos (mg P-PO4/l),Fósforo Total (mg P/l),Hierro Total (mg Fe/l),Manganeso Total (mg Mn/l),Sodio (mg Na/l),Potasio (mg K/l),Cobre Total (mg Cu/l),Zinc Total (mg Zn/l),Cadmio Total (mg Cd/l),Cromo Total (mg Cr/l),Plomo Total (mg Pb/l),Aluminio Total (mg Al/l),Sulfatos (mg SO4/l),Coliformes Totales (NMP/100ml),Coliformes Fecales (NMP/100ml),Caudal (l/s)
Rio Guabas,2016,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,0708-2016,27/07/2016,09:36,Aguas Superficiales,27/07/2016 al 05/09/2016,0759 - 07/09/2016,S/D,906504.41,1097828.01,24,8.21,14.2,136,1.5,S/D,108,11.6,96.4,3.1,9.07,7.59,61.1,56,11.6,6.56,0.79,S/D,1.18,0.75,0.0166,0.0248,0.073,0.76,0.526,1.55,0.311,S/D,S/D,S/D,S/D,S/D,S/D,6.43,S/D,S/D,S/D
Rio Guabas,2016,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,1203-2016,26/10/2016,11:15,Aguas Superficiales,26/10/2016 al 28/11/2016,580 - 30/12/2016,S/D,906663,1097877,22,8.34,20.3,121,20,S/D,120,37.5,82.5,1.23,24,8.04,275,64,14.4,6.81,1.35,S/D,1.69,0.83,0.0169,0.0248,0.08,0.67,0.526,2.85,4.11,S/D,S/D,S/D,S/D,S/D,S/D,7.74,2400,73,S/D
Rio Guabas,2018,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,0438-2018,17/04/2018,11:30,Aguas Superficiales,17/04/2018 al 03/05/2018,0432 - 27/04/2018,S/D,906663,1097877,22,7.96,19.1,104,6.2,S/D,106,33,73,1.78,12.1,7.84,58.2,53.6,9.77,7.11,2.6,S/D,S/D,0.204,0.0898,0.134,0.0662,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,10.9,1500,930.0000000000001,S/D
Rio Guabas,2019,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,1050-2019,31/07/2019,12:20,Aguas Superficiales,31/07/2019 al 20/08/2019,1111 - 24/09/2019,S/D,906663.71,1097877.49,29,7.9,19,132,4.6,S/D,136,11.6,124,1.02,11.1,7.03,70.2,62.9,13.8,6.9,0.932,S/D,0.366,0.283,0.0898,0.134,0.075,0.318,0.353,4.72,1.27,S/D,S/D,S/D,S/D,S/D,S/D,4.67,930.0000000000001,230,S/D
Rio Guabas,2020,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,0600-2020,15/10/2020,01:00,Aguas Superficiales,15/10/2020 al 24/11/2020 Fin de este informe,0639 - 14/12/2020,S/D,906663.71,1097877.49,22,S/D,22.5,131,1.9,23.4,72,11.6,60.4,1.91,39.2,7.1,59.4,81.6,20.6,7.34,2.14,S/D,0.25,0.936,0.054,0.203,0.17,0.359,0.0571,3.46,0.8,S/D,S/D,S/D,S/D,S/D,S/D,5.51,930.0000000000001,930.0000000000001,S/D
Rio Guabas,2024,GINEBRA,Rio Guabas,Rio Guabas - despues Mina La Victoria,1223-2024,12/08/2024,12:05,Aguas Superficiales,12/08/2024 al 02/09/2024 Fin de este informe,1384 - 09/09/2024,S/D,906663,1097877,27,8.01,18.4,131,7.8,9.21,124,13,111,2.94,16.2,8.45,73.2,58.1,13.4,6.01,2.5,1.02,S/D,0.616,0.041,0.326,0.0946,0.4,0.0587,3.48,0.43,S/D,S/D,S/D,S/D,S/D,S/D,4.53,930.0000000000001,930.0000000000001,S/D
Rio Guabas,2025,S/D,Rio Guabas,Rio Guabas - despues Mina La Victoria,0378-2025,07/05/2025,13:38,Simple - Protocolo IDEAM,07/05/2025 al 29/05/2025,0581 - 29/07/2025,1370,906663,1097877,28,8.29,17.5,104,22,9.74,S/D,S/D,S/D,1.86,12.4,7.83,60.4,56.4,12.6,6.06,2.5,1.24,S/D,0.374,0.018,0.326,0.0946,0.985,0.0793,2.45,0.503,S/D,S/D,S/D,S/D,S/D,S/D,2.5,960,9300,S/D
